tier,send_s,status,latency_ms,queue_wait_ms,aged,queue_depth_at_enqueue
paid,25.9012,200,2000.43,869.36,0,3.0
free,26.0003,200,3014.23,1890.71,0,4.0
paid,26.0014,200,1899.97,768.08,0,5.0
paid,26.1006,200,1799.62,668.72,0,6.0
paid,26.2008,200,1698.70,568.55,0,7.0
paid,26.3007,200,1599.98,469.19,0,8.0
paid,26.4005,503,3.37,nan,0,9.0
paid,26.5011,503,1.91,nan,0,9.0
paid,26.6003,503,3.21,nan,0,9.0
paid,26.7008,503,3.42,nan,0,9.0
paid,26.8004,200,2211.64,1091.85,0,1.0
paid,26.9012,200,2113.03,990.92,0,2.0
free,27.0012,200,3136.18,2004.33,0,3.0
paid,27.0022,200,2009.23,889.55,0,4.0
paid,27.1005,200,1914.47,792.39,0,5.0
paid,27.2005,200,1811.83,692.27,0,6.0
paid,27.3008,200,1708.13,591.16,0,7.0
paid,27.4010,200,1610.72,491.91,0,8.0
paid,27.5012,503,3.00,nan,0,9.0
paid,27.6005,503,3.84,nan,0,9.0
paid,27.7006,503,3.28,nan,0,9.0
paid,27.8011,503,1.88,nan,0,9.0
paid,27.9017,200,2234.69,1105.31,0,1.0
paid,28.0012,200,2134.12,1005.32,0,2.0
free,28.0019,200,4316.32,3256.95,0,3.0
paid,28.1011,200,2035.77,905.65,0,4.0
paid,28.2009,200,1929.53,806.25,0,5.0
paid,28.3012,200,1834.54,705.94,0,6.0
paid,28.4004,200,1734.46,606.40,0,7.0
paid,28.5013,200,1634.76,505.12,0,8.0
paid,28.6005,503,1.91,nan,0,9.0
paid,28.7006,503,3.17,nan,0,9.0
paid,28.8011,503,2.92,nan,0,9.0
paid,28.9003,503,2.75,nan,0,9.0
free,29.0003,503,4.42,nan,0,9.0
paid,29.0012,503,5.14,nan,0,9.0
paid,29.1012,200,2166.25,1026.81,0,1.0
paid,29.2013,200,2067.14,926.10,0,2.0
paid,29.3010,200,1967.98,826.31,0,3.0
paid,29.4009,200,1865.47,726.52,0,4.0
paid,29.5007,200,1768.79,626.69,0,5.0
paid,29.6004,200,1667.54,526.89,0,6.0
paid,29.7012,200,1560.35,426.03,0,7.0
paid,29.8010,200,1465.91,326.24,0,8.0
paid,29.9008,503,3.63,nan,0,9.0
