tier,send_s,status,latency_ms,queue_wait_ms,aged,queue_depth_at_enqueue
free,22.0019,503,4.30,nan,0,9.0
paid,22.1005,503,3.04,nan,0,9.0
paid,22.2007,200,2242.68,1110.38,0,1.0
paid,22.3012,200,2137.50,1009.27,0,2.0
paid,22.4004,200,2043.31,910.36,0,3.0
paid,22.5012,200,1941.15,809.59,0,4.0
paid,22.6010,200,1842.96,709.72,0,5.0
paid,22.7008,200,1742.22,609.91,0,6.0
paid,22.8006,200,1642.03,509.61,0,7.0
paid,22.9005,200,2668.18,1535.67,0,8.0
free,23.0012,503,2.46,nan,0,9.0
paid,23.0018,503,2.35,nan,0,9.0
paid,23.1004,503,2.94,nan,0,9.0
paid,23.2006,503,1.78,nan,0,9.0
paid,23.3006,503,1.81,nan,0,9.0
paid,23.4007,200,2171.24,1035.31,0,1.0
paid,23.5007,200,2071.47,935.35,0,2.0
paid,23.6007,200,1970.49,835.45,0,3.0
paid,23.7006,200,1870.25,735.56,0,4.0
paid,23.8004,200,1770.59,635.66,0,5.0
paid,23.9003,200,1670.18,535.91,0,6.0
free,24.0011,200,2697.85,1564.40,0,7.0
paid,24.0021,200,1568.59,433.68,0,8.0
paid,24.1003,503,2.22,nan,0,9.0
paid,24.2008,503,3.35,nan,0,9.0
paid,24.3004,503,3.19,nan,0,9.0
paid,24.4009,503,3.09,nan,0,9.0
paid,24.5012,200,2200.51,1065.86,0,1.0
paid,24.6004,200,2100.75,966.06,0,2.0
paid,24.7002,200,2001.61,866.34,0,3.0
paid,24.8010,200,1900.25,765.43,0,4.0
paid,24.9009,200,1801.16,666.08,0,5.0
paid,25.0012,200,1700.30,565.04,0,6.0
free,25.0019,200,2823.47,1695.08,0,7.0
paid,25.1003,200,1601.98,466.71,0,8.0
paid,25.2005,503,2.50,nan,0,9.0
paid,25.3002,503,2.36,nan,0,9.0
paid,25.4008,503,2.29,nan,0,9.0
paid,25.5004,503,2.38,nan,0,9.0
paid,25.6004,200,2227.68,1096.76,0,1.0
paid,25.7006,200,2127.78,996.46,0,2.0
paid,25.8009,200,2025.69,896.36,0,3.0
paid,25.9013,200,1925.04,795.51,0,4.0
free,26.0010,200,2936.48,1818.19,0,5.0
paid,26.0018,200,1823.91,695.08,0,6.0
paid,26.1003,200,1725.68,596.09,0,7.0
paid,26.2011,200,1621.13,495.67,0,8.0
paid,26.3008,503,2.82,nan,0,9.0
paid,26.4009,503,2.04,nan,0,9.0
paid,26.5012,503,2.12,nan,0,9.0
paid,26.6005,503,2.24,nan,0,9.0
paid,26.7023,200,2236.52,1118.10,0,1.0
paid,26.8003,200,2136.97,1019.68,0,2.0
paid,26.9006,200,2038.33,919.37,0,3.0
paid,27.0009,200,1936.50,818.40,0,4.0
free,27.0016,200,3057.88,1932.71,0,5.0
paid,27.1009,200,1835.17,719.08,0,6.0
paid,27.2011,200,1737.53,618.64,0,7.0
paid,27.3012,200,1637.96,518.84,0,8.0
paid,27.4005,503,2.16,nan,0,9.0
paid,27.5009,503,2.93,nan,0,9.0
paid,27.6011,503,3.75,nan,0,9.0
paid,27.7011,503,2.92,nan,0,9.0
paid,27.8003,503,3.06,nan,0,9.0
paid,27.9017,200,2158.16,1032.49,0,1.0
free,28.0005,200,3171.75,2048.75,1,2.0
paid,28.0016,200,2057.61,931.41,0,3.0
paid,28.1005,200,1958.37,833.48,0,4.0
paid,28.2003,200,1857.90,733.84,0,5.0
paid,28.3011,200,1757.39,633.21,0,6.0
paid,28.4006,200,1657.34,533.12,0,7.0
paid,28.5004,200,1553.43,433.79,0,8.0
paid,28.6003,503,2.94,nan,0,9.0
paid,28.7005,503,3.39,nan,0,9.0
paid,28.8012,503,3.31,nan,0,9.0
paid,28.9007,503,2.98,nan,0,9.0
free,29.0004,200,3207.18,2159.29,1,1.0
paid,29.0016,200,2166.96,1048.63,0,2.0
paid,29.1004,200,2070.01,950.59,0,3.0
paid,29.2004,200,1969.05,850.64,0,4.0
paid,29.3012,200,1867.78,749.77,0,5.0
paid,29.4011,200,1763.47,650.03,0,6.0
paid,29.5008,200,1669.15,550.09,0,7.0
paid,29.6004,200,1570.45,450.74,0,8.0
paid,29.7011,503,2.87,nan,0,9.0
paid,29.8012,503,3.03,nan,0,9.0
paid,29.9005,503,3.35,nan,0,9.0
